QUEST_LV_0200_20150317_000001	Солдат Филиппа	필리파스 직속 부대원
QUEST_LV_0200_20151001_009339	Громкие бомбы издают действительно громкие звуки, хотя их взрывоопасность не так уж велика.{nl}Когда вы взрываете их в разных местах, солдаты должны перемещаться в те места, откуда исходят звуки.{nl}	폭음탄은 파괴력은 약하지만 엄청난 소리를 내.{nl}이걸 여기저기에서 터뜨리면 왕국군은 소리가 난 쪽으로 움직일거야.{nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009340	На данный момент у меня нет резонирующих бомб, но я могу их изготовить, если у меня будут необходимые материалы.{nl}Например, если у меня есть травы и бомбы.{nl}	지금 나한텐 폭음탄이 없지만 재료만 있으면 충분히 만들 수 있어. {nl}가령 우레초와 폭탄만 있다면 말이지. {nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009341	Я буду искать бомбы, поэтому я хочу, чтобы вы поискали травы.{nl}Будьте осторожны, чтобы охранники Королевской Армии не были обнаружены вами.{nl}	일단 폭탄은 내가 알아 볼 테니까 구하기 쉬운 우레초는 네게 맡길게.{nl}왕국군에게 들키지 않도록 조심해야 하는 거 알지?{nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009342	Когда вы соберете все травы, давайте встретимся в нижней части коридора на верхнем этаже.	우레초를 다 모으면, 상층 통로 아랫쪽에서 만나.도굴꾼 아만다
QUEST_LV_0200_20151001_009343	Охранники Королевской армии патрулируют, так что вам следует быть осторожными все время.{nl}Я уверен, что они заняты получением ранений, вместо того чтобы объяснять ситуацию.	왕국군이 순찰을 돌고 있으니까 항상 조심해야해.{nl}해명은 커녕 두들겨맞느라 바쁠껄?도굴꾼 아만다
QUEST_LV_0200_20151001_009344	Вы принесли их хорошо, и охранники Королевской армии не обнаружили вас.{nl}Мне очень жаль. Когда они нагреваются, они издают громкие звуки.	안들키고 잘 가져 왔구나.{nl}미안. 이건 뜨거워지면 엄청난 소리를 내거든.도굴꾼 아만다
QUEST_LV_0200_20151001_009345	Хорошо. Может, приступим к делу грабителей могил?{nl}Я видел, что у охранников Королевской армии больше бомб, чем они могут обработать.{nl}Вы знаете, что это значит, верно?{nl}	자. 도굴단다운 일을 해 볼까?{nl}왕국군 경비병들이 폭탄을 잔뜩 가지고 있는 걸 봤어.{nl}이제 무슨 말을 할 건지 알겠지?{nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009346	Нет нет. Мы не такие люди.{nl}Мы не собираемся отправлять их богиням…{nl}	아니 아니, 우린 그런 사람들이 아니야. {nl}여신의 품으로 보내자는 게 아니라..{nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009347	Мы просто хотим выбить их и забрать бомбы.{nl}Вы можете это сделать?	기절만 시키고 폭탄을 가져오자는거야. {nl}잘 할 수 있지?도굴꾼 아만다
QUEST_LV_0200_20151001_009348	Я буду готов сделать шумные бомбы.{nl}Просто выбей их и принеси бомбы. Хорошо?	난 폭음탄을 만들 준비를 할게.{nl}어디까지나 기절만 시키고 폭탄을 챙겨오는 거야. 알았지?도굴꾼 아만다
QUEST_LV_0200_20151001_009349	Даже если тебя поймают охранники Королевской армии, не рассказывай им обо мне.	만일 왕국군에게 붙잡히더라도 내 이야기는 하지 말아줘.도굴꾼 아만다
QUEST_LV_0200_20151001_009350	Хорошо. Не похоже, что они были обнаружены, верно?{nl}Я сделаю Звонящие бомбы, так что подождите немного.{nl}Если это сработает, мы можем проникнуть глубже внутрь.	좋아. 설마 들킨 건 아니지?{nl}폭음탄을 만들 테니까 잠깐 기다려 봐.{nl}이것만 잘 되면 우린 안쪽으로 더 들어갈 수 있어.도굴꾼 아만다
QUEST_LV_0200_20151001_009351	Мы завершили "Звучащие бомбы".{nl}Если они взорвутся хорошо, охранники Королевской армии{nl}переместятся в места, откуда исходят звуки.{nl}Мы воспользуемся этим моментом, чтобы заглянуть глубже внутрь.	폭음탄이 완성됐어. {nl}이것만 잘 터지면 왕국군 경비병들은 소리가 난 쪽으로 움직일 거야.{nl}그 틈을 타서 우린 더 안쪽으로 들어가는 거지.도굴꾼 아만다
QUEST_LV_0200_20151001_009352	Вот громкие бомбы. Я сделал их быстро, поэтому не могу гарантировать их устойчивость.{nl}Пожалуйста, установите их в коридоре на верхнем этаже и в нижней части места сбора.	자, 여기 폭음탄. 급하게 만든거라 안정성은 보장 못해.{nl}이걸 상층 통로와 집결지 아래쪽에 잘 설치해줘.도굴꾼 아만다
QUEST_LV_0200_20151001_009353	Будьте осторожны, я не могу гарантировать их стабильность…	폭음탄의 안정성은 보장 못하니깐 조심해야해.도굴꾼 아만다
QUEST_LV_0200_20151001_009354	Вы установили их все?{nl}Подождем, пока они не взорвутся.	설치 다 됐어?{nl}터질 때까지 기다리자.도굴꾼 아만다
QUEST_LV_0200_20151001_009355	Звонящие бомбы скоро должны взорваться.{nl}Закройте уши, так как они издают громкий гул при взрыве.	슬슬 폭음탄이 터질거야.{nl}터질 때 엄청난 소리가 나니깐 귀를 꽉 막고 있어.도굴꾼 아만다
QUEST_LV_0200_20151001_009356	У нас нет времени терять зря. Давай поторопимся!	지체하고 있을 시간 없어. 어서 가자!도굴꾼 아만다
QUEST_LV_0200_20151001_009357	Уф…{nl}Полагаю, охранники Королевской армии не смогут преследовать нас здесь.{nl}	휴.. {nl}왕국군이 여기까진 못 쫓아 오겠지? {nl}도굴꾼 아만다
QUEST_LV_0200_20151001_009358	Мы должны молиться, чтобы то, что мы ищем, было внутри.{nl}Иди первым. Встретимся на Drill Ground of Confliction!	우리가 찾는 게 안쪽에 있길 빌어야지. {nl}먼저 가. 대립의 훈련장에서 만나자구!도굴꾼 아만다
QUEST_LV_0200_20151001_009359	Вы посторонний… но спасибо, что спасли меня.{nl}	외부인.. 이지만 구해주셨으니 감사한 건 어쩔 수 없군요.{nl}왕국군 경비병 델루스
QUEST_LV_0200_20151001_009360	Монстры сходят с ума из-за громких звуков.{nl}Они почти уничтожены.	웬 폭발음 때문에 몬스터들이 미쳐 날뛰더군요.{nl}하마터면 전멸할 뻔 했죠.왕국군 경비병 델루스
QUEST_LV_0200_20151001_009361	Если мы руководствуемся принципами, вы, ребята, должны быть наказаны приказом королевства.{nl}Но, поскольку вы спасли меня и многих наших коллег…{nl}	원칙적으론 당신들은 왕명으로 처벌 받아야 합니다.{nl}하지만 목숨을 구해주신데다가 많은 동료들이 낙오되었으니..{nl}왕국군 경비병 델루스
QUEST_LV_0200_20151001_009362	Безопасность наших коллег важнее вашего наказания.{nl}Если вы поможете нам вернуть наш лагерь, мы забудем о наказании.	당신들의 처벌보단 동료들의 안전이 우선입니다.{nl}주둔지를 다시 탈환하는 걸 도와 주신다면 눈감아 드리죠.왕국군 경비병 델루스
QUEST_LV_0200_20151001_009363	Во-первых, спасите наших павших коллег.{nl}	먼저 낙오된 동료들을 구해 주셔야겠습니다.{nl}왕국군 경비병 델루스
QUEST_LV_0200_20151001_009364	Если вы сбежите, у нас будут большие проблемы, поэтому вас будет сопровождать солдат.{nl}Мы позаботимся о вашем коллеге.{nl}	혹시라도 당신이 도망치면 저희도 난감해지니까 병사 한 명을 붙이겠습니다.{nl}그리고 당신 동료의 신변은 저희가 맡아두지요.{nl}왕국군 경비병 델루스
